data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6715571,356,IND69150,69150,"04 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Students (India); AJYCP: Asom Jatiyatabadi Yuva Chatra Parishad; Farmers (India)",6,,,0,60,"Southern Asia",India,Assam,Nagaon,Nagaon,Nagaon,26.3469,92.6851,1,Telegraph,International,"On 4 January, members of AASU, AJYCP, KMSS staged as rally in Nagaon town (Nagaon district, Assam) against the Citizenship (Amendment) Act, 2019 (CAA). They conveyed they will neither yield an inch of land nor budge an inch from its anti-CAA stand. [size=no report]",0,1578514389,IND
6715584,356,IND69154,69154,"04 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,"Arunachal Pradesh","Lower Dibang Valley",Roing,Roing,28.1425,95.842,1,Telegraph,International,"On 4 January, thousands of people belonging to the Assamese community took to the streets of Lower Dibang Valley district and marched from Roing gate to Eze bridge in Roing city (Arunachal Pradesh) to protest against the Citizenship (Amendment) Act, 2019 (CAA). The rally was supported by people from all walks of life, organisations like Neso and AAPSU and many NGOs of the state. [size=thousands]",0,1578514389,IND
6715601,356,IND69156,69156,"04 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,"Arunachal Pradesh","Papum Pare",Itanagar,Itanagar,27.0869,93.6098,2,Telegraph,International,"On 4 January, agitators including people belonging to the Assamese community took to the streets of various parts of Arunachal Pradesh as a part of peaceful protest against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6714356,356,IND69141,69141,"04 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","BJP: Bharatiya Janata Party",6,,,0,60,"Southern Asia",India,Assam,"Kamrup Metropolitan",Guwahati,Guwahati,26.1892,91.7722,1,"Telegraph; Time8",Subnational-International,"On 4 January, nearly 70,000 party workers and supporters of BJP from across Assam participated in a rally in Guwahati (Kamrup Metropolitan district, Assam) and vowed to build a mass consensus on the Citizenship (Amendment) Act, 2019 (CAA) in Assam. [size=nearly 70,000]",0,1578514386,IND
6715665,356,IND69079,69079,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Lawyers (India)",6,,,0,60,"Southern Asia",India,"Tamil Nadu",Coimbatore,Coimbatore,Coimbatore,11.0055,76.9661,1,"The Hindu",National,"On Jan 3, groups of lawyers held protests in Coimbatore, TN, against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6715682,356,IND69080,69080,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Muslim Group (India); Lawyers (India)",6,,,0,60,"Southern Asia",India,"Tamil Nadu",Chennai,Chennai,Chennai,13.0878,80.2784,1,"The Hindu",National,"On Jan 3, thousands of Muslims and a group of lawyers in Chennai protested against the Citizenship (Amendment) Act, 2019 (CAA). [size=thousands]",0,1578514389,IND
6715685,356,IND69078,69078,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","BJP: Bharatiya Janata Party; Lawyers (India)",6,,,0,60,"Southern Asia",India,"Tamil Nadu",Coimbatore,Coimbatore,Coimbatore,11.0055,76.9661,1,"The Hindu",National,"On Jan 3, 60 lawyers with the BJP held protests in Coimbatore, TN, supporting the Citizenship (Amendment) Act, 2019 (CAA). [size=60]",0,1578514389,IND
6714433,356,IND69106,69106,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,"Uttar Pradesh",Aligarh,Aligarh,Aligarh,27.8814,78.0746,1,"Amar Ujala",Subnational,"On Jan 3, protests were held at Bab-e Syed in Aligarh Muslim University, Aligarh (UP) against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514387,IND
6715720,356,IND69085,69085,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,"Tamil Nadu",Madurai,Madurai,Madurai,9.9174,78.1196,2,"The Hindu",National,"On Jan 3, protests were held in Madurai district TN against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6714471,356,IND69101,69101,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","LGBT (India)",6,,,0,60,"Southern Asia",India,"NCT of Delhi","New Delhi",,"Delhi-New Delhi",28.6357,77.2244,1,"Asian News International",National,"On Jan 3, protests were held by the LGBT community who marched from Mandi House to Jantar Mantar Delhi against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514387,IND
6715528,356,IND69112,69112,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","TMC: Trinamool Congress Party; Government of India (2014-)",6,,,0,60,"Southern Asia",India,"West Bengal",Darjeeling,Siliguri,Siliguri,26.7272,88.3984,1,Telegraph,International,"On 3 January, over 35,000 people walked with the TMC leader and chief minister of West Bengal, Mamata Banerjee through various parts of Siliguri city, raising slogans against the Citizenship (Amendment) Act 2019, (CAA), National Register of Citizens and the National Population Register. [size=over 35,000]",0,1578514389,IND
6715792,356,IND69073,69073,"03 January 2020",2020,1,Protests,"Protest with intervention","Protesters (India)","PUCL: People's Union for Civil Liberties",6,"Police Forces of India (2014-)",,1,16,"Southern Asia",India,Gujarat,Vadodara,Vadodara,Vadodara,22.2994,73.2081,1,"Times of India",National,"On 3 January, citizens, organized People's Union for Civil Liberties (PUCL), held a protest in Vadodara (Vadodara, Gujarat) against the Citizenship (Amendment) Act, 2019 (CAA). Police arrested 25 activists and dispersed the protest. [size=at least 25]",0,1578514390,IND
6715538,356,IND69109,69109,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,Assam,"Kamrup Metropolitan",Guwahati,Guwahati,26.1892,91.7722,1,Telegraph,International,"On 3 January, members of AASU took out a torchlight rally headed by AASU chief convener Samujjal Bhattacharjya and president Dipanka Nath in Guwahati (Kamrup Metropolitan district, Assam) to protest against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6715550,356,IND69107,69107,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,Assam,Tinsukia,Tinsukia,Tinsukia,27.4923,95.3467,1,Telegraph,International,"On 3 January, more than 10,000 people took part in a demonstration organized by the Tinsukia district unit of AASU, the Muttock Yuva Chhatra Sammelan and 30 other organisations at Borguri ITI field in Tinsukia town (Assam) to protest against the Citizenship (Amendment) Act, 2019 (CAA). [size=more than 10,000]",0,1578514389,IND
6715569,356,IND69113,69113,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Women (India); Bengali Ethnic Group (India)",6,,,0,60,"Southern Asia",India,Assam,Sivasagar,Demow,Demow,27.1267,94.7399,1,Telegraph,International,"On 3 January, women including the family members of the five Bengali-speaking persons killed in a suspected ULFA (I) attack in Dhola block of Tinsukia district in Upper Assam on November 1, 2018, protested in Demow (Sivasagar district, Assam) and conceded that the government should ensure security and livelihood for genuine Indian citizens instead of imposing the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6715831,356,IND69067,69067,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Muslim Group (India)",6,,,0,60,"Southern Asia",India,Rajasthan,Ajmer,Ajmer,Ajmer,26.4521,74.6386,1,"Times of India",National,"On 3 January, Muslim devotees staged a protest after their Friday prayer in Ajmer (Ajmer, Rajasthan) against the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens (NRC). [size=no report]",0,1578514390,IND
6714555,356,IND69103,69103,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Muslim Group (India)",6,,,0,60,"Southern Asia",India,Punjab,Ludhiana,Khanna,Khanna,30.7054,76.2219,2,"Chandigarh Tribune",Subnational,"On Jan 3, protests were held by the Muslim community in Libra village, Khanna (Punjab) against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514387,IND
6714556,356,IND69104,69104,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Muslim Group (India); Government of India (2014-)",6,,,0,60,"Southern Asia",India,Punjab,Patiala,Patiala,Patiala,30.3362,76.3922,1,"Chandigarh Tribune",Subnational,"On Jan 3, protest were held by the Muslim community along with a former MP in Patiala (Punjab) against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514387,IND
6714571,356,IND69086,69086,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","AAP: Aam Aadmi Party; SAD: Shiromani Akali Dal; BSP: Bahujan Samaj Party; LIP: Lok Insaaf Party",6,,,0,60,"Southern Asia",India,Punjab,Sangrur,Malerkotla,Ahmedgarh,30.6785,75.8272,1,"Chandigarh Tribune",Subnational,"On Jan 3, activists from various organisations including LIP, AAP, SAD protested in Mandi Ahmedgarh (Punjab) against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514387,IND
6715600,356,IND69114,69114,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","LGBT (India)",6,,,0,60,"Southern Asia",India,"West Bengal",Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,Telegraph,International,"On 3 January, hundreds of transgender, queer and other people marched from Shahid Minar to Hedua in Kolkata (West Bengal) to protest against the Citizenship (Amendment) Act, 2019 (CAA) and the National Register of Citizens including discrimination against minorities. [size=hundreds]",0,1578514389,IND
6715090,356,IND69068,69068,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Odisha,Sundargarh,Biramitrapur,Biramitrapur,22.408,84.7139,1,"Hindustan Times",National,"On 3 December, residents held a protest in Biramitrapur (Sundargarh, Odisha) against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514388,IND
6715604,356,IND69108,69108,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,Assam,"Kamrup Metropolitan",Dispur,Dispur,26.1433,91.7896,3,Telegraph,International,"On 3 January, members of AASU took out a torchlight rally across the state of Assam to protest against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6714341,356,IND69097,69097,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","INC: Indian National Congress",6,,,0,60,"Southern Asia",India,Uttarakhand,Dehradun,Dehradun,Dehradun,30.3229,78.0316,1,"Amar Ujala; Pioneer (India)",National,"On Jan 3, Congress held protests in all district headquarters in Uttarakhand against inflation and rising prices. Protests were also held by Muslim groups after the Friday prayer in Dehradun (Uttarakhand) against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514386,IND
6715109,356,IND69084,69084,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Karnataka,"Bengaluru Urban",Bengaluru,Bengaluru,12.9719,77.5936,1,"Hindustan Times",National,"On Jan 3, protests were held in Bengaluru city against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514388,IND
6715110,356,IND69071,69071,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Odisha,Cuttack,Niali,Niali,20.1351,86.0628,1,"Hindustan Times",National,"On 3 December, residents held a protest in Niali (Cuttack, Odisha) against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514388,IND
6715623,356,IND69082,69082,"03 January 2020",2020,1,Protests,"Protest with intervention","Protesters (India)","TMMK: Tamizhaga Makkal Munnetra Kazhagam",6,"Police Forces of India (2014-)",,1,16,"Southern Asia",India,"Tamil Nadu",Coimbatore,Coimbatore,Coimbatore,11.0055,76.9661,1,"The Hindu",National,"On Jan 3, members of the TMMK held protests in Coimbatore, TN, against the Citizenship (Amendment) Act, 2019 (CAA). They attempted to stop a train at the Tiruppur railway station, but were stopped by the police. [size=no report]",0,1578514389,IND
6714601,356,IND69102,69102,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Muslim Group (India)",6,,,0,60,"Southern Asia",India,Punjab,Amritsar,Amritsar,Amritsar,31.6344,74.8728,1,"Chandigarh Tribune",Subnational,"On Jan 3, protests were held by the Muslim community against the Citizenship (Amendment) Act, 2019 (CAA) in Amritsar (Punjab). [size=no report]",0,1578514387,IND
6714612,356,IND69105,69105,"03 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Muslim Group (India); Sikh Group (India); Hindu Group (India)",6,,,0,60,"Southern Asia",India,Punjab,Sangrur,Malerkotla,Malerkotla,30.5309,75.8794,1,"Chandigarh Tribune",Subnational,"On Jan 3, protests were held by Muslim, Hindu and Sikh community in Malerkota (Punjab) against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514387,IND
6715671,356,IND69027,69027,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Karnataka,Dharwad,Hubballi,Hubballi,15.3477,75.1337,1,"The Hindu",National,"On Jan 2, protests were held in Hubballi, KN, against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6715699,356,IND69026,69026,"02 January 2020",2020,1,Protests,"Protest with intervention","Protesters (India)","Students (India)",6,"Police Forces of India (2014-)",,1,16,"Southern Asia",India,Karnataka,Shivamogga,Shimoga,Shimoga,13.9315,75.5679,1,"The Hindu",National,"On Jan 2, protesters, including students, gathered in Shivamogga city to protest against the Citizenship (Amendment) Act, 2019 (CAA) were dispersed by the police by mild canning. [size=no report]",0,1578514389,IND
6715716,356,IND69018,69018,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,"Madhya Pradesh",Bhopal,Bhopal,Bhopal,23.2546,77.4028,1,"The Hindu",National,"On 2 January, about 60 students staged a protest in Bhopal (Bhopal, Madhya Pradesh) against the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens (NRC). [size=about 60]",0,1578514389,IND
6714448,356,IND69039,69039,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,Assam,Nalbari,Nalbari,Chamata,26.4066,91.3261,1,"Arunachal Times",National,"On 2 January, members of AASU hung effigies of Chief Minister Sarbananda Sonowal at Chamata (Nalbari district, Assam) protesting against the contentious Citizenship (Amendment) Act, 2019 (CAA). They also demanded action against the police personnel involved in lathicharge on its members. [size=no report]",0,1578514387,IND
6714449,356,IND69037,69037,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,Assam,Nalbari,Nalbari,Bahjani,26.0413,91.2469,1,"Arunachal Times",National,"On 2 January, members of AASU hung effigies of Chief Minister Sarbananda Sonowal at Bahjani (Nalbari district, Assam) protesting against the contentious Citizenship (Amendment) Act, 2019 (CAA). They also demanded action against the police personnel involved in lathicharge on its members. [size=no report]",0,1578514387,IND
6714450,356,IND69034,69034,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,Assam,Nalbari,Nalbari,Nalbari,26.4448,91.4408,1,"Arunachal Times",National,"On 2 January, members of AASU hung effigies of Chief Minister Sarbananda Sonowal at Harimandir Chowk in Nalbari (Assam) protesting against the contentious Citizenship (Amendment) Act, 2019 (CAA). They also demanded action against the police personnel involved in lathicharge on its members. [size=no report]",0,1578514387,IND
6714451,356,IND69040,69040,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,Assam,Nalbari,Nalbari,Kaithalkuchi,26.4555,91.326,1,"Arunachal Times",National,"On 2 January, members of AASU hung effigies of Chief Minister Sarbananda Sonowal at Kaithalkuchi (Nalbari district, Assam) protesting against the contentious Citizenship (Amendment) Act, 2019 (CAA). They also demanded action against the police personnel involved in lathicharge on its members. [size=no report]",0,1578514387,IND
6714452,356,IND69038,69038,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,Assam,Nalbari,Tihu,Tihu,26.4758,91.2668,1,"Arunachal Times",National,"On 2 January, members of AASU hung effigies of Chief Minister Sarbananda Sonowal at Tihu (Nalbari district, Assam) protesting against the contentious Citizenship (Amendment) Act, 2019 (CAA). They also demanded action against the police personnel involved in lathicharge on its members. [size=no report]",0,1578514387,IND
6714453,356,IND69036,69036,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,Assam,Nalbari,Nalbari,Barbhag,26.5341,91.5238,1,"Arunachal Times",National,"On 2 January, members of AASU hung effigies of Chief Minister Sarbananda Sonowal at Barbhag (Nalbari district, Assam) protesting against the contentious Citizenship (Amendment) Act, 2019 (CAA). They also demanded action against the police personnel involved in lathicharge on its members. [size=no report]",0,1578514387,IND
6714454,356,IND69035,69035,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,Assam,Nalbari,Ghograpar,Ghograpar,26.4542,91.5269,1,"Arunachal Times",National,"On 2 January, members of AASU hung effigies of Chief Minister Sarbananda Sonowal at Ghograpar (Nalbari district, Assam) protesting against the contentious Citizenship (Amendment) Act, 2019 (CAA). They also demanded action against the police personnel involved in lathicharge on its members. [size=no report]",0,1578514387,IND
6715738,356,IND69020,69020,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","ABVP: Akhil Bharatiya Vidyarthi Parishad; Students (India)",6,,,0,60,"Southern Asia",India,Karnataka,Dharwad,Hubballi,Hubballi,15.3477,75.1337,1,"The Hindu",National,"On Jan 2, ABVP members took out a protest in Hubballi, KN, to support the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6714973,356,IND69021,69021,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","ABVP: Akhil Bharatiya Vidyarthi Parishad; Students (India)",6,,,0,60,"Southern Asia",India,Karnataka,"Bengaluru Urban",Bengaluru,Bengaluru,12.9719,77.5936,1,"Deccan Herald",Subnational,"On Jan 2, members of ABVP staged a large protest in Bengaluru to show their support for the Citizenship (Amendment) Act, 2019 (CAA). [size=large]",0,1578514388,IND
6715000,356,IND69029,69029,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","AGP: Asom Gana Parishad",6,,,0,60,"Southern Asia",India,Assam,"Kamrup Metropolitan",Guwahati,Guwahati,26.1892,91.7722,1,"East Mojo",Subnational,"On 2 January, around 50 members of AGP Mahanagar Committee protested outside the party head office at Ambari in Guwahati (Kamrup Metropolitan district, Assam) on being denied entry into the office where they were supposed to hold a meeting regarding Citizenship (Amendment) Act, 2019 (CAA). They raised slogans against the party leadership and also demanded the immediate resignation of four AGP leaders. [size=around 50]",0,1578514388,IND
6715521,356,IND69042,69042,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Students (India); AJYCP: Asom Jatiyatabadi Yuva Chatra Parishad; Women (India)",6,,,0,60,"Southern Asia",India,Assam,Tinsukia,"Doom Dooma","Doom Dooma",27.5664,95.5544,1,Telegraph,International,"On 2 January, thousands of women participated in a rally called by Jatiya Mahila Parishad, the women's wing of AJYCP in Doomdooma town (Tinsukia district, Assam) protesting against the Citizenship (Amendment) Act, 2019 (CAA) is scrapped. [size=thousands]",0,1578514389,IND
6715035,356,IND69028,69028,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Telangana,Nizamabad,Armur,Armur,18.7928,78.2767,1,"Hans India",Subnational,"On Jan 2, large protests were held in Armur town, Nizamabad district, Telangana against the Citizenship (Amendment) Act, 2019 (CAA). [size=large]",0,1578514388,IND
6715578,356,IND69048,69048,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Teachers (India)",6,,,0,60,"Southern Asia",India,"West Bengal",Kolkata,Kolkata,Jadavpur,22.4945,88.3582,1,Telegraph,International,"On 2 January, over 100 teachers and members of Jadavpur University Teachers' Association (JUTA) held a rally at the spot near the 8B bus stand in Jadavpur (Kolkata district, West Bengal) where an assistant professor was attacked by suspected BJP supporters on December 30 for agitating against Citizenship (Amendment) Act, 2019 (CAA) and NRC. [size=over 100]",0,1578514389,IND
6714559,356,IND69031,69031,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","BJP: Bharatiya Janata Party",6,,,0,60,"Southern Asia",India,"Himachal Pradesh",Shimla,Shimla,Shimla,31.1044,77.1666,1,"Chandigarh Tribune",Subnational,"On Jan 2, protests were held by BJP members supporting the Citizenship (Amendment) Act, 2019 (CAA) in Shimla (HP). [size=no report]",0,1578514387,IND
6715592,356,IND69041,69041,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Students (India); AJYCP: Asom Jatiyatabadi Yuva Chatra Parishad; Health Workers (India); Women (India); Lawyers (India); Journalists (India); Labour Group (India)",6,,,0,60,"Southern Asia",India,Assam,Dibrugarh,Chabua,Chabua,27.486,95.1718,1,Telegraph,International,"On 2 January, thousands of women including students, intellectuals, lawyers, artistes, doctors, writers, senior citizens, employees and journalists demonstrated at the streets of Chabua (Dibrugarh district, Assam) as a part of Janatar Hokiyoni (citizens' warning) rally organised by AASU and vowed to continue the agitation until the Citizenship (Amendment) Act, 2019 (CAA) is scrapped. [size=thousands]",0,1578514389,IND
6714336,356,IND69043,69043,"02 January 2020",2020,1,Protests,"Peaceful protest","Protesters (India)","Students (India); Women (India); Adivasi Ethnic Group (India)",6,,,0,60,"Southern Asia",India,Assam,Tinsukia,Tinsukia,Tinsukia,27.4923,95.3467,2,"South Asia Terrorism Portal; Telegraph",International-Other,"On 2 January, members of ATTSA and ACMS held a joint demonstration in Tinsukia District (Assam) demanding for Scheduled Tribe (ST) status and repeal of the Citizenship (Amendment) Act, 2019 (CAA). Members of AASAA, Adivasi Suraksha Samiti, Chai Janajati Mahila (women) Samiti, Adivasi Mahila Samiti and dozens of other organisations also supported the protest. [size=no report]",0,1578514386,IND
6715617,356,IND69045,69045,"02 January 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (India)",,3,"Civilians (India)",,7,37,"Southern Asia",India,Assam,Golaghat,Golaghat,Habial,26.6404,93.9759,1,Telegraph,International,"On 2 January, unidentified men attacked and fired upon the house of Citizenship (Amendment) Act, 2019 (CAA) agitators and damaged a vehicle, at Habial village, on the outskirts of Golaghat town (Golaghat district, Assam).",0,1578514389,IND
